2018-Apr-28 16:35:07.034 INFO  [main] o.s.m.MediaApplication - Started MediaApplication in 3.062 seconds (JVM running for 3.486)
2018-Apr-28 16:35:09.512 INFO  [http-nio-8080-exec-1] o.a.c.c.C.[.[.[/] - Initializing Spring FrameworkServlet 'dispatcherServlet'
2018-Apr-28 16:35:09.512 INFO  [http-nio-8080-exec-1] o.s.w.s.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization started
2018-Apr-28 16:35:09.531 INFO  [http-nio-8080-exec-1] o.s.w.s.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization completed in 19 ms
2018-Apr-28 16:35:14.856 INFO  [http-nio-8080-exec-2] o.s.m.c.MediaController - filter=censoring,level=Censored
2018-Apr-28 16:35:14.857 INFO  [http-nio-8080-exec-2] o.s.m.c.MediaController - filter=censoring,level=Censored
2018-Apr-28 16:35:17.550 ERROR [http-nio-8080-exec-2] o.s.m.c.MediaController - ERROR:java.lang.NullPointerException: data is null
2018-Apr-28 17:02:31.916 INFO  [main] c.s.m.MediaApplicationTests - Starting MediaApplicationTests on ESS17001DXB0342 with PID 5288 (started by Etisalat in C:\Users\Etisalat\Desktop\java-assignment)
2018-Apr-28 17:02:31.920 INFO  [main] c.s.m.MediaApplicationTests - No active profile set, falling back to default profiles: default
2018-Apr-28 17:02:31.983 INFO  [main] o.s.w.c.s.GenericWebApplicationContext - Refreshing org.springframework.web.context.support.GenericWebApplicationContext@51c668e3: startup date [Sat Apr 28 17:02:31 GST 2018]; root of context hierarchy
2018-Apr-28 17:02:34.014 INFO  [main] o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.web.context.support.GenericWebApplicationContext@51c668e3: startup date [Sat Apr 28 17:02:31 GST 2018]; root of context hierarchy
2018-Apr-28 17:02:34.139 INFO  [main] o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/media],methods=[GET]}" onto public org.springframework.http.ResponseEntity<?> org.starzplay.media.controller.MediaController.getMedia(java.lang.String,java.lang.String)
